Supertype,Device Type,Model,Deployment Category,Unified architecture,Family,Antenna,SD-WAN,WAN ports detail,WAN ports amount,WAN port max,LAN ports detail,LAN ports amount,LAN port max,Client Recommendation,Recommended Max VPN Tunnels,Throughput,Advanced Security Throughput,PIM Modules,PIM types,SM Modules,SM types,NIM Modules,NIM types,Cellular,Features,Ordering information,Description,Notes,List Order,Datasheet
NCS 540-S,Rack,N540-6Z14S,Small Density,No,Catalyst,,,,,,,,,,,,,,,,,,,,,N540-6Z14S-SYS-D,,,,https://www.cisco.com/c/en/us/products/collateral/routers/network-convergence-system-500-series-routers/datasheet-c78-744713.html#Orderinginformation
NCS 540-S,Rack,N540-6Z18G,Small Density,No,Catalyst,,,,,,,,,,,,,,,,,,,,,"N540-6Z18G-SYS-A, N540-6Z18G-SYS-D",,,,https://www.cisco.com/c/en/us/products/collateral/routers/network-convergence-system-500-series-routers/datasheet-c78-744713.html#Orderinginformation
NCS 540-S,Rack,N540X-6Z6G,Small Density,No,Catalyst,,,,,,,,,,,,,,,,,,,,,N540X-6Z6G-SYS,,,,https://www.cisco.com/c/en/us/products/collateral/routers/network-convergence-system-500-series-routers/datasheet-c78-744713.html#Orderinginformation
NCS 540-S,Rack,N540-8Z12G,Small Density,No,Catalyst,,,,,,,,,,,,,,,,,,,,,N540-8Z12G-SYS-D,,,,https://www.cisco.com/c/en/us/products/collateral/routers/network-convergence-system-500-series-routers/datasheet-c78-744713.html#Orderinginformation
NCS 540-M,Rack,N540-24Z8Q2C,Medium Density,No,Catalyst,,,,,,,,,,,,,,,,,,,,,N540-24Z8Q2C-SYS,,,,https://www.cisco.com/c/en/us/products/collateral/routers/network-convergence-system-500-series-routers/datasheet-c78-740296.html
NCS 540-M,Rack,N540-ACC-SYS,Medium Density,No,Catalyst,,,,,,,,,,,,,,,,,,,,,N540-ACC-SYS,,,,https://www.cisco.com/c/en/us/products/collateral/routers/network-convergence-system-500-series-routers/datasheet-c78-740296.html
NCS 540-M,Rack,N540X-ACC-SYS,Medium Density,No,Catalyst,,,,,,,,,,,,,,,,,,,,,N540X-ACC-SYS,,,,https://www.cisco.com/c/en/us/products/collateral/routers/network-convergence-system-500-series-routers/datasheet-c78-740296.html
NCS 540-M,Rack,N540X-16Z4G8Q2C,Medium Density,No,Catalyst,,,,,,,,,,,,,,,,,,,,,"N540X-16Z4G8Q2C-A, N540X-16Z4G8Q2C-D",,,,https://www.cisco.com/c/en/us/products/collateral/routers/network-convergence-system-500-series-routers/datasheet-c78-740296.html
NCS 540-M,Rack,N540X-12Z16G,Medium Density,No,Catalyst,,,,,,,,,,,,,,,,,,,,,"N540X-12Z16G-SYS-A, N540X-12Z16G-SYS-D",,,,https://www.cisco.com/c/en/us/products/collateral/routers/network-convergence-system-500-series-routers/datasheet-c78-740296.html
NCS 540-M,Rack,N540-28Z4C,Medium Density,No,Catalyst,,,,,,,,,,,,,,,,,,,,,"N540-28Z4C-SYS-A, N540-28Z4C-SYS-D",,,,https://www.cisco.com/c/en/us/products/collateral/routers/network-convergence-system-500-series-routers/datasheet-c78-740296.html
NCS 540-M,Rack,N540-12Z20G,Medium Density,No,Catalyst,,,,,,,,,,,,,,,,,,,,,"N540-12Z20G-SYS-A, N540-12Z20G-SYS-D",,,,https://www.cisco.com/c/en/us/products/collateral/routers/network-convergence-system-500-series-routers/datasheet-c78-740296.html
NCS 540-M,Rack,N540X-16Z8Q2C-D,Medium Density,No,Catalyst,,,,,,,,,,,,,,,,,,,,,N540X-16Z8Q2C-D,,,,https://www.cisco.com/c/en/us/products/collateral/routers/network-convergence-system-500-series-routers/datasheet-c78-740296.html
NCS 540-L,Rack,N540-24Q8L2DD,Large Density,No,Catalyst,,,,,,,,,,,,,,,,,,,,,N540-24Q8L2DD-SYS,,,,https://www.cisco.com/c/en/us/products/collateral/routers/network-convergence-system-500-series-routers/ncs-540-large-density-router-ds.html
NCS 540-L,Rack,N540-24Q2C2DD,Large Density,No,Catalyst,,,,,,,,,,,,,,,,,,,,,N540-24Q2C2DD-SYS,,,,https://www.cisco.com/c/en/us/products/collateral/routers/network-convergence-system-500-series-routers/ncs-540-large-density-router-ds.html
NCS 560,Chassis,N560-4-SYS,Aggregation,No,Catalyst,,,,,,,,,,,,,,,,,,,,,,,,,https://www.cisco.com/c/en/us/products/collateral/routers/network-convergence-system-560-series-routers/datasheet-c78-742029.html
NCS 560,Chassis,N560-4-SYS-E,Aggregation,No,Catalyst,,,,,,,,,,,,,,,,,,,,,,,,,https://www.cisco.com/c/en/us/products/collateral/routers/network-convergence-system-560-series-routers/datasheet-c78-742029.html
NCS 560,Chassis,N560-7-SYS,Aggregation,No,Catalyst,,,,,,,,,,,,,,,,,,,,,,,,,https://www.cisco.com/c/en/us/products/collateral/routers/network-convergence-system-560-series-routers/datasheet-c78-740297.html
NCS 560,Chassis,N560-7-SYS-E,Aggregation,No,Catalyst,,,,,,,,,,,,,,,,,,,,,,,,,https://www.cisco.com/c/en/us/products/collateral/routers/network-convergence-system-560-series-routers/datasheet-c78-740297.html
NCS 5700,,NCS 57B1-6D24-SYS,,No,,,,,,,,,,,,,,,,,,,,,,57B1-6D24-SYS,,,,https://www.cisco.com/c/en/us/products/collateral/routers/network-convergence-system-5500-series/datasheet-c78-744698.html
NCS 5700,,NCS 57B1-5DSE-SYS,,No,,,,,,,,,,,,,,,,,,,,,,57B1-5DSE-SYS,,,,https://www.cisco.com/c/en/us/products/collateral/routers/network-convergence-system-5500-series/datasheet-c78-744698.html
NCS 5700,,NCS 57C3-MOD-SYS,,No,,,,,,,,,,,,,,,,,,,,,,57C3-MOD-SYS,,,,https://www.cisco.com/c/en/us/products/collateral/routers/network-convergence-system-5500-series/ncs-57C3-fixed-chassis-ds.html
NCS 5700,,NCS 57C3-MODS-SYS,,No,,,,,,,,,,,,,,,,,,,,,,57C3-MODS-SYS,,,,https://www.cisco.com/c/en/us/products/collateral/routers/network-convergence-system-5500-series/ncs-57C3-fixed-chassis-ds.html
NCS 5700,,NCS 57C1-48Q6-SYS,,No,,,,,,,,,,,,,,,,,,,,,,57C1-48Q6-SYS,,,,https://www.cisco.com/c/en/us/products/collateral/routers/network-convergence-system-5700-series/ncs-57C1-fixed-chassis-ds.html
NCS 5700,,NCS-57D2-18DD-SYS,,No,,,,,,,,,,,,,,,,,,,,,,NCS-57D2-18DD-SYS,,,,https://www.cisco.com/c/en/us/products/collateral/routers/network-convergence-system-5500-series/ncs-57d2-18dd-fixed-chassis-ds.html#Orderinginformation
NCS 5500,,NCS-5501,,No,,,,,,,,,,,,,,,,,,,,,,NCS-5501,,,,https://www.cisco.com/c/en/us/products/collateral/routers/network-convergence-system-5500-series/datasheet-c78-737935.html
NCS 5500,,NCS 5501-SE,,No,,,,,,,,,,,,,,,,,,,,,,NCS-5501-SE,,,,https://www.cisco.com/c/en/us/products/collateral/routers/network-convergence-system-5500-series/datasheet-c78-737935.html
NCS 5500,Chassis,NCS 5508,,No,,,,,,,,,,,,,,,,,,,,,,NCS-5508,,,,https://www.cisco.com/c/en/us/products/collateral/routers/network-convergence-system-5500-series/datasheet-c78-736270.html
NCS 5500,Chassis,NCS 5516,,No,,,,,,,,,,,,,,,,,,,,,,NCS 5516,,,,https://www.cisco.com/c/en/us/products/collateral/routers/network-convergence-system-5500-series/datasheet-c78-736270.html
IR8300,Rugged,IR8340,,No,,,,,,,,,,,,,,,,,,,,,,IR8340-K9,,,5,https://www.cisco.com/c/en/us/products/collateral/routers/catalyst-ir8300-rugged-series-router/nb-06-cat-ir8340-rugged-ser-rout-ds-cte-en.html
IR8100 ,Rugged,IR8140H,,No,,,,,,,,,,,,,,,,,,,,,,IR8140H-K9,,,5,https://www.cisco.com/c/en/us/products/collateral/routers/catalyst-ir8100-heavy-duty-series-routers/nb-06-cat-ir8140-hd-ser-rout-ds-cte-en.html
IR8100 ,Rugged,IR8140H-P,,No,,,,,,,,,,,,,,,,,,,,,,IR8140H-P-K9,,,5,https://www.cisco.com/c/en/us/products/collateral/routers/catalyst-ir8100-heavy-duty-series-routers/nb-06-cat-ir8140-hd-ser-rout-ds-cte-en.html
IR8100 ,Rugged,IR1833,,No,,,,,,,,,,,,,,,,,,,,,,IR1833-K9,,,5,https://www.cisco.com/c/en/us/products/collateral/routers/catalyst-ir1800-rugged-series-routers/nb-06-cat-ir1800-rugged-ser-rout-ds-cte-en.html
IR8100 ,Rugged,IR1835,,No,,,,,,,,,,,,,,,,,,,,,,IR1835-K9,,,5,https://www.cisco.com/c/en/us/products/collateral/routers/catalyst-ir1800-rugged-series-routers/nb-06-cat-ir1800-rugged-ser-rout-ds-cte-en.html
IR1101 ,Rugged,IR1101,,No,,,,,,,,,,,,,,,,,,,,,,IR1101-K9,,,5,https://www.cisco.com/c/en/us/products/collateral/routers/1101-industrial-integrated-services-router/datasheet-c78-741709.html#OrderingInformation
IR1101 ,Rugged,IR1101-A,,No,,,,,,,,,,,,,,,,,,,,,,IR1101-A-K9,,,5,https://www.cisco.com/c/en/us/products/collateral/routers/1101-industrial-integrated-services-router/datasheet-c78-741709.html#OrderingInformation
ASR 9000,Chassis,ASR-9922,,No,,,,,,,,,,,,,,,,,,,,,,ASR-9922,,,6,https://www.cisco.com/c/en/us/products/collateral/routers/asr-9000-series-aggregation-services-routers/data_sheet_c78-501767.html#Orderinginformation
ASR 9000,Chassis,ASR-9912,,No,,,,,,,,,,,,,,,,,,,,,,ASR-9912,,,6,https://www.cisco.com/c/en/us/products/collateral/routers/asr-9000-series-aggregation-services-routers/data_sheet_c78-501767.html#Orderinginformation
ASR 9000,Chassis,ASR-9910,,No,,,,,,,,,,,,,,,,,,,,,,ASR-9910,,,6,https://www.cisco.com/c/en/us/products/collateral/routers/asr-9000-series-aggregation-services-routers/data_sheet_c78-501767.html#Orderinginformation
ASR 9000,Chassis,ASR-9906,,No,,,,,,,,,,,,,,,,,,,,,,ASR-9906,,,6,https://www.cisco.com/c/en/us/products/collateral/routers/asr-9000-series-aggregation-services-routers/data_sheet_c78-501767.html#Orderinginformation
ASR 9000,Chassis,ASR-9904,,No,,,,,,,,,,,,,,,,,,,,,,ASR-9904,,,6,https://www.cisco.com/c/en/us/products/collateral/routers/asr-9000-series-aggregation-services-routers/data_sheet_c78-501767.html#Orderinginformation
ASR 9000,Chassis,ASR-9903,,No,,,,,,,,,,,,,,,,,,,,,,ASR-9903,,,6,https://www.cisco.com/c/en/us/products/collateral/routers/asr-9000-series-aggregation-services-routers/data_sheet_c78-501767.html#Orderinginformation
ASR 9000,Chassis,ASR-9902,,No,,,,,,,,,,,,,,,,,,,,,,ASR-9902,,,6,https://www.cisco.com/c/en/us/products/collateral/routers/asr-9000-series-aggregation-services-routers/data_sheet_c78-501767.html#Orderinginformation
ASR 9000,Chassis,ASR-9010,,No,,,,,,,,,,,,,,,,,,,,,,ASR-9010,,,6,https://www.cisco.com/c/en/us/products/collateral/routers/asr-9000-series-aggregation-services-routers/data_sheet_c78-501767.html#Orderinginformation
ASR 9000,Chassis,ASR-9006,,No,,,,,,,,,,,,,,,,,,,,,,ASR-9006,,,6,https://www.cisco.com/c/en/us/products/collateral/routers/asr-9000-series-aggregation-services-routers/data_sheet_c78-501767.html#Orderinginformation
ASR 9000,Rack,ASR 9000v2,,No,,,,,,,,,,,,,,,,,,,,,,A9KV-V2-AC,,,6,https://www.cisco.com/c/en/us/products/collateral/routers/asr-9000-series-aggregation-services-routers/data_sheet_c78-673744.html
